iter	TotalF1	MultiClass
373	1	0.003176425467
374	1	0.003166950973
375	1	0.00316042929
376	1	0.003149008011
377	1	0.00313919017
378	1	0.003130268858
379	1	0.003123191317
380	1	0.003114615309
381	1	0.003101896251
382	1	0.003094910322
383	1	0.003086329653
384	1	0.003077127446
385	1	0.00307220733
386	1	0.003061381121
387	1	0.003056349114
388	1	0.003049758081
389	1	0.003037255003
390	1	0.003024083559
391	1	0.003011113811
392	1	0.003004402841
393	1	0.002998748738
394	1	0.002993337055
395	1	0.002984619053
396	1	0.002974005253
397	1	0.002966179297
398	1	0.002962262335
399	1	0.00295516538
400	1	0.00295080279
401	1	0.002939893116
402	1	0.00293315113
403	1	0.002923018192
404	1	0.002917146474
405	1	0.002910314675
406	1	0.00290121253
407	1	0.002891047718
408	1	0.002883485392
409	1	0.002876238662
410	1	0.00286920515
411	1	0.002862776444
412	1	0.002854714257
413	1	0.002848924415
414	1	0.002838598271
415	1	0.002830178401
416	1	0.002824750022
417	1	0.002818779226
418	1	0.002807363029
419	1	0.002802055906
420	1	0.002795322172
421	1	0.002787619837
422	1	0.002777778035
423	1	0.002771637509
424	1	0.002764243666
425	1	0.002760279082
426	1	0.002753849535
427	1	0.002747298704
428	1	0.00274149091
429	1	0.00273234093
430	1	0.002725994479
431	1	0.0027201952
432	1	0.00271261691
433	1	0.00270642725
434	1	0.002701601135
435	1	0.002695849713
436	1	0.0026897433
437	1	0.002679543192
438	1	0.002675532921
439	1	0.002669013722
440	1	0.002659853562
441	1	0.002655003553
442	1	0.002647341438
443	1	0.002635370055
444	1	0.002630088307
445	1	0.002620460219
446	1	0.002610454007
447	1	0.002604046509
448	1	0.002596719188
449	1	0.002589234473
450	1	0.002584177266
451	1	0.002575513657
452	1	0.002570828539
453	1	0.002562366178
454	1	0.002557875463
455	1	0.002552300887
456	1	0.002544872386
457	1	0.002537618904
458	1	0.002531122271
459	1	0.00252541923
460	1	0.002519640622
461	1	0.002513817255
462	1	0.002507528653
463	1	0.002503038329
464	1	0.002494597502
465	1	0.002490522786
466	1	0.002484231028
467	1	0.002480772965
468	1	0.002475141513
469	1	0.002467948136
470	1	0.002464036693
471	1	0.002457576547
472	1	0.002450016203
473	1	0.002445610458
474	1	0.00243707682
475	1	0.002429327307
476	1	0.002425805605
477	1	0.002419352111
478	1	0.002412980324
479	1	0.002406410277
480	1	0.002402547361
481	1	0.00239581186
482	1	0.002392394851
483	1	0.002385833549
484	1	0.002379620875
485	1	0.002373042926
486	1	0.002366873891
487	1	0.002364399719
488	1	0.002357828207
489	1	0.002353881835
490	1	0.002349502891
491	1	0.002343529375
492	1	0.002335946335
493	1	0.002327825394
494	1	0.002322373219
495	1	0.00231813808
496	1	0.002314565461
497	1	0.002311512637
498	1	0.00230775374
499	1	0.002301281854
500	1	0.002296052355
501	1	0.002287843595
502	1	0.00228298625
503	1	0.002278723214
504	1	0.002273900571
505	1	0.002270034216
506	1	0.002266396975
507	1	0.002262311301
508	1	0.002257466893
509	1	0.002252045926
510	1	0.002246655881
511	1	0.002239094366
512	1	0.00223334117
513	1	0.002231214711
514	1	0.002227579054
515	1	0.002221566531
516	1	0.002215737057
517	1	0.00221139794
518	1	0.002207042077
519	1	0.002202733792
520	1	0.002198927695
521	1	0.002196179127
522	1	0.002191922106
523	1	0.002186105467
524	1	0.002183349885
525	1	0.002179801918
526	1	0.002176369347
527	1	0.002172427966
528	1	0.002168125673
529	1	0.002161143976
530	1	0.002156453306
531	1	0.002152302232
532	1	0.002148502695
533	1	0.002144560068
534	1	0.002140108906
535	1	0.002136804467
536	1	0.002133901023
537	1	0.002129968838
538	1	0.00212574267
539	1	0.002121479428
540	1	0.002118453861
541	1	0.00211289739
542	1	0.002109171727
543	1	0.002104859829
544	1	0.002102078379
545	1	0.002097831862
546	1	0.002093836968
547	1	0.002089843226
548	1	0.00208459317
549	1	0.002081014521
550	1	0.002076733318
551	1	0.002071922177
552	1	0.002066228543
553	1	0.002063433387
554	1	0.002057536886
555	1	0.002055002744
556	1	0.002051825491
557	1	0.002046290276
558	1	0.002042688786
559	1	0.002038714469
560	1	0.002031514386
561	1	0.002027293987
562	1	0.002022912502
563	1	0.002020437145
564	1	0.002017644732
565	1	0.002015631605
566	1	0.002012766246
567	1	0.002010776733
568	1	0.002007233344
569	1	0.002000143022
570	1	0.001995437865
571	1	0.001993149197
572	1	0.00198894264
573	1	0.001985986335
574	1	0.001980255937
575	1	0.001976922503
576	1	0.001972870794
577	1	0.001966233445
578	1	0.001960989985
579	1	0.001958459169
580	1	0.001955999836
581	1	0.001952113264
582	1	0.001948194277
583	1	0.001945022685
584	1	0.001942185097
585	1	0.00193888291
586	1	0.001935308295
587	1	0.001932206434
588	1	0.00192778765
589	1	0.001924773297
590	1	0.001921847044
591	1	0.001917162306
592	1	0.001912615759
593	1	0.001908280944
594	1	0.001904863447
595	1	0.001900798621
596	1	0.001898481265
597	1	0.001894150526
598	1	0.001892425554
599	1	0.001889639028
600	1	0.001885861063
601	1	0.001882879873
602	1	0.00187864124
603	1	0.001876393626
604	1	0.001874058946
605	1	0.001869448388
606	1	0.001867158081
607	1	0.001862618602
608	1	0.001856511597
609	1	0.001850948112
610	1	0.001846771599
611	1	0.001843521048
612	1	0.001839949506
613	1	0.001836442708
614	1	0.001832583241
615	1	0.001828576782
616	1	0.001826089734
617	1	0.00182411433
618	1	0.001820928691
619	1	0.00181928845
620	1	0.001817300601
621	1	0.001813580187
622	1	0.001809340118
623	1	0.001804932489
624	1	0.001802377989
625	1	0.001799512714
626	1	0.001797535909
627	1	0.001793005252
628	1	0.001790020453
629	1	0.001783851088
630	1	0.001781634307
631	1	0.001777085067
632	1	0.001774494138
633	1	0.001770747918
634	1	0.001766082723
635	1	0.001764202307
636	1	0.001759779496
637	1	0.001757403144
638	1	0.001754779956
639	1	0.001750478116
640	1	0.001747428997
641	1	0.001745767106
642	1	0.00174257079
643	1	0.001739835657
644	1	0.001737126624
645	1	0.001735833066
646	1	0.001733191158
647	1	0.001730401851
648	1	0.001727933968
649	1	0.001725722633
650	1	0.00172345266
651	1	0.00172099122
652	1	0.001717958807
653	1	0.001715638556
654	1	0.001713030213
655	1	0.001709495126
656	1	0.001706121509
657	1	0.001703046634
658	1	0.001701134358
659	1	0.001697451434
660	1	0.001693030368
661	1	0.001689854313
662	1	0.001687489455
663	1	0.001683444977
664	1	0.001681212731
665	1	0.001677929795
666	1	0.001674997596
667	1	0.001671277278
668	1	0.001669545658
669	1	0.001666627488
670	1	0.001664833564
671	1	0.00166236248
672	1	0.001658490544
673	1	0.001655091495
674	1	0.001653130485
675	1	0.001651011985
676	1	0.001648233067
677	1	0.001644867415
678	1	0.001642922001
679	1	0.001639669385
680	1	0.001635669248
681	1	0.001633117281
682	1	0.001629054978
683	1	0.001624965478
684	1	0.001622088139
685	1	0.001618199349
686	1	0.001615129488
687	1	0.001611965759
688	1	0.001610677794
689	1	0.001608786213
690	1	0.001605393481
691	1	0.001600551532
692	1	0.001598438706
693	1	0.001595187871
694	1	0.001590669475
695	1	0.001586930556
696	1	0.001584716699
697	1	0.001582213588
698	1	0.001580367208
699	1	0.001577512783
700	1	0.001575760016
701	1	0.00157372567
702	1	0.001571554174
703	1	0.001568697585
704	1	0.001566818045
